business_id,business_id_raw,name,province,city,street_address,postal_code,post_office,coordinates,postal_address,postal_address_code,postal_address_post_offoce,postal_address_country,postal_address_country_code,company_form,established_date,main_line_of_business_code,main_line_of_business,main_line_of_business_category
29455375,2945537-5,Aiwo Digital Oy,Keski-Suomen maakunta,Jyväskylä,Kalevankatu 4 A 32,40100,JYVÄSKYLÄ,"(62.24454, 25.75526)",Kalevankatu 4 A 32,40100,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2018-10-11,62010,Software Design and Development,"IT Consulting, IT Services"
32285485,3228548-5,QuantrolOx Finland Oy,Uudenmaan maakunta,Espoo,Keilaranta 10,02150,ESPOO,"(60.177801, 24.835175)",Keilaranta 16,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2021-08-10,62010,Software Design and Development,"IT Consulting, IT Services"
27169113,2716911-3,Connected Finland Oy,Uudenmaan maakunta,Espoo,Tietäjäntie 2,02130,ESPOO,"(60.188849, 24.80335)",Tietäjäntie 2,02130,ESPOO,Suomi,FIN,Osakeyhtiö,2015-10-09,61200,Wireless Network Management and Services,Wireless Communication
28462549,2846254-9,Badrap Oy,Pohjois-Pohjanmaan maakunta,Oulu,Teknologiantie 18 B,90590,OULU,"(65.05919, 25.44982)",Teknologiantie 18 B,90590,OULU,Suomi,FIN,Osakeyhtiö,2017-07-24,62010,Software Design and Development,"IT Consulting, IT Services"
27323176,2732317-6,Buddy Healthcare Ltd Oy,Uudenmaan maakunta,Helsinki,Fredrikinkatu 47,00100,HELSINKI,"(60.166321, 24.93428)",Fredrikinkatu 47,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-12-16,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
27343943,2734394-3,Tidy Technologies Oy,,,,,,,Vanha Tampereentie 1098,21350,ILMARINEN,Suomi,FIN,Osakeyhtiö,2015-12-30,62010,Software Design and Development,"IT Consulting, IT Services"
26820293,2682029-3,Kuka Helsinki Oy,Uudenmaan maakunta,Helsinki,Lönnrotinkatu 19 A,00120,HELSINKI,"(60.165102, 24.93485)",Lönnrotinkatu 19 A,00120,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-03-18,62010,Software Design and Development,"IT Consulting, IT Services"
32728274,3272827-4,Munchi Oy,Uudenmaan maakunta,Helsinki,,00530,HELSINKI,,Kaarlenkatu 9,00530,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-03-07,96090,Other Personal Services n.e.c.,Network and Telecommunication Systems
27880829,2788082-9,Chainfrog Oy,Satakunnan maakunta,Eura,Neitsytpolku 5,27500,KAUTTUA,"(61.115601, 22.1702)",Neitsytpolku 5,27500,KAUTTUA,Suomi,FIN,Osakeyhtiö,2016-10-13,62010,Software Design and Development,"IT Consulting, IT Services"
29437767,2943776-7,RockOn Oy,Keski-Suomen maakunta,Jyväskylä,Lutakonaukio 7,40100,JYVÄSKYLÄ,"(62.239649, 25.75618)",Lutakonaukio 7,40100,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2018-10-03,62010,Software Design and Development,"IT Consulting, IT Services"
32431067,3243106-7,FlowGait Oy,,,,,,,Orkoniitynkatu 8,53850,LAPPEENRANTA,Suomi,FIN,Osakeyhtiö,2021-10-20,28990,Manufacture of Special-Purpose Machinery n.e.c.,Special Machines and Equipment
32573882,3257388-2,Ixes Group Inc Oy,Uudenmaan maakunta,Helsinki,Turumankatu 10 A 15,00590,HELSINKI,"(60.166818, 25.01815)",Turumankatu 10 A 15,00590,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-12-29,62010,Software Design and Development,"IT Consulting, IT Services"
29342717,2934271-7,Taika3D Oy,Uudenmaan maakunta,Espoo,Finnoonniitty 7,02270,ESPOO,"(60.16742, 24.70227)",Finnoonniitty 7,02270,ESPOO,Suomi,FIN,Osakeyhtiö,2018-08-24,62010,Software Design and Development,"IT Consulting, IT Services"
31015109,3101510-9,DentView Oy,Pohjois-Pohjanmaan maakunta,Kempele,Loukkokuja 6,90450,KEMPELE,"(64.920578, 25.54595)",Loukkokuja 6,90450,KEMPELE,Suomi,FIN,Osakeyhtiö,2019-11-26,62010,Software Design and Development,"IT Consulting, IT Services"
29210124,2921012-4,Resistomap Oy,Uudenmaan maakunta,Helsinki,Elimäenkatu 15,00510,HELSINKI,"(60.194312, 24.94946)",Karistimentie 2 A 16,00920,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-06-13,74909,"Other Professional, Scientific, and Technical Activities",
27041945,2704194-5,Toughbyte Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-08-11,62010,Software Design and Development,"IT Consulting, IT Services"
29883257,2988325-7,Rappta Therapeutics Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4,00290,HELSINKI,"(60.190415, 24.908415)",Mannerheimintie 12 B,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-03-10,72110,Biotechnological Research and Development,Biotechnology
27561334,2756133-4,Finnos Oy,Etelä-Karjalan maakunta,Lappeenranta,Tukkikatu 5,53900,LAPPEENRANTA,"(61.066179, 28.166694)",Tukkikatu 5,53900,LAPPEENRANTA,Suomi,FIN,Osakeyhtiö,2016-04-07,26510,"Manufacture of Measuring, Testing and Navigation Instruments",Measuring and Research Instruments
28912132,2891213-2,Fuusor Oy,Pohjois-Pohjanmaan maakunta,Oulu,Kiviharjunlenkki 1 C,90220,OULU,"(65.009995, 25.510365)",Kiviharjunlenkki 1 C,90220,OULU,Suomi,FIN,Osakeyhtiö,2018-02-07,62010,Software Design and Development,"IT Consulting, IT Services"
32080105,3208010-5,Pixieray Oy,Uudenmaan maakunta,Espoo,Karamalmintie 2,02630,ESPOO,"(60.20854, 24.761337)",Karamalmintie 2,02630,ESPOO,Suomi,FIN,Osakeyhtiö,2021-04-30,72193,Engineering Research and Development,"Product Development, Research and Design Services"
27825918,2782591-8,VisuaLynk,Uudenmaan maakunta,Espoo,Rantaharju 10 F 159,02230,ESPOO,"(60.153488, 24.75631)",Holmanpää 3 B,02240,ESPOO,Suomi,FIN,Osakeyhtiö,2016-09-19,62010,Software Design and Development,"IT Consulting, IT Services"
26810407,2681040-7,jyDev Oy,Keski-Suomen maakunta,Jyväskylä,Ahjokatu 14-16,40320,JYVÄSKYLÄ,"(62.2582, 25.7783)",Ahjokatu 14-16,40320,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2015-03-11,62010,Software Design and Development,Applications and Software
33068175,3306817-5,Synergi Solutions Oy,Uudenmaan maakunta,Helsinki,Yrjönkatu 9 A 3,00120,HELSINKI,"(60.166281, 24.9412)",Yrjönkatu 9 A 3,00120,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-08-19,62010,Software Design and Development,"IT Consulting, IT Services"
27073162,2707316-2,Vau Company Oy,Pirkanmaan maakunta,Tampere,Ahlmanintie 44,33800,TAMPERE,"(61.483458, 23.78861)",Ahlmanintie 44,33800,TAMPERE,Suomi,FIN,Osakeyhtiö,2015-08-28,62010,Software Design and Development,"IT Consulting, IT Services"
27625297,2762529-7,Teatime Research Oy,Uudenmaan maakunta,Helsinki,Hämeentie 135 A,00560,HELSINKI,"(60.208711, 24.975314)",Virtaintie 7 B 5,00510,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-05-13,63990,Other Information Service Activities n.e.c.,
28490312,2849031-2,DeskMe Oy,,,,,,,Kurbölentie 114,06200,PORVOO,Suomi,FIN,Osakeyhtiö,2017-08-11,62010,Software Design and Development,"IT Consulting, IT Services"
27187768,2718776-8,Work Pilots Oy,Uudenmaan maakunta,Espoo,"Tekniikantie 2 , Innovation House",02150,ESPOO,"(60.180252, 24.82495)",Tekniikantie 2,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2015-10-19,62010,Software Design and Development,"IT Consulting, IT Services"
27528155,2752815-5,Selma Finance Oy,Uudenmaan maakunta,Helsinki,Lautatarhankatu 10,00580,HELSINKI,"(60.188411, 24.97208)",Lautatarhankatu 10,00580,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-03-17,62010,Software Design and Development,"IT Consulting, IT Services"
26985899,2698589-9,Sangen Oy,Lapin maakunta,Tornio,Panimonranta 3 3,95400,TORNIO,"(65.84626, 24.15025)",Panimonranta 3,95400,TORNIO,Suomi,FIN,Osakeyhtiö,2015-06-29,11010,"Distilling, Blending Alcoholic Beverages; Ethyl Alcohol Production","Alcoholic Beverages, Wines and Beers"
32930448,3293044-8,YetiCare Oy,Uudenmaan maakunta,Espoo,Linnoitustie 6 A,02600,ESPOO,"(60.209696, 24.810759)",Linnoitustie 6 A,02600,ESPOO,Suomi,FIN,Osakeyhtiö,2022-06-08,62010,Software Design and Development,"IT Consulting, IT Services"
28260832,2826083-2,Redono Oy,Uudenmaan maakunta,Lohja,Arvolantie 122,08680,LOHJA,"(60.28948, 24.21906)",Arvolantie 122,08680,LOHJA,Suomi,FIN,Osakeyhtiö,2017-03-30,72110,Biotechnological Research and Development,Biotechnology
26928958,2692895-8,Freska Group Oy,Uudenmaan maakunta,Helsinki,Annankatu 27 A,00100,HELSINKI,"(60.167649, 24.93584)",Annankatu 27 A,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-05-22,81210,Cleaning of Real Properties,Cleaning Services
30018906,3001890-6,Jakoa Enterprises Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-05-21,62010,Software Design and Development,"IT Consulting, IT Services"
29499298,2949929-8,Jiglabs Oy,Kanta-Hämeen maakunta,Hämeenlinna,Kolttoskuja 9,13500,HÄMEENLINNA,"(60.978449, 24.36983)",Pengerkatu 29 D 91,00500,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-11-01,62010,Software Design and Development,"IT Consulting, IT Services"
30121997,3012199-7,aecmaster Oy,,,,,,,Otto Brandtin Polku 4 C 53,00650,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-07-12,62010,Software Design and Development,"IT Consulting, IT Services"
33212026,3321202-6,Maketrade Oy,,,,,,,Kapteeninkatu 9 A 6,00140,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-10-27,62010,Software Design and Development,"IT Consulting, IT Services"
28976734,2897673-4,Lifeclass Oy,Uudenmaan maakunta,Helsinki,Pariisinkatu 8 C 51,00560,HELSINKI,"(60.201499, 24.9705)",Pariisinkatu 8 C 51,00560,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-02-23,63990,Other Information Service Activities n.e.c.,
32640491,3264049-1,Lakihelppi Oy,Uudenmaan maakunta,Espoo,Kalliomäentie 1 B 4,02920,ESPOO,"(60.285019, 24.731256)",Kalliomäentie 1 B 4,02920,ESPOO,Suomi,FIN,Osakeyhtiö,2022-01-27,69109,Other Legal Services,Legal Services
32328924,3232892-4,Channel37 Oy,,,,,,,Kuortaneenkatu 2,00510,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-09-01,62010,Software Design and Development,"IT Consulting, IT Services"
31306459,3130645-9,Apukuski Logistics,Pirkanmaan maakunta,Tampere,Mäntyhaantie 4 A 12,33800,TAMPERE,"(61.48097, 23.78603)",Mäntyhaantie 4 A 12,33800,TAMPERE,Suomi,FIN,Osakeyhtiö,2020-04-10,53200,"Other Postal, Distribution, and Courier Activities",Transport Services
31591931,3159193-1,Corrsy Oy,Uudenmaan maakunta,Helsinki,Saniaistie 10 A 4,00730,HELSINKI,"(60.257863, 25.026986)",Saniaistie 10 A 4,00730,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-09-20,85599,Other Educational Institutions,Education and Training Services
26939657,2693965-7,Shipfunk Oy,,,,,,,Tamma-Ahontie 12,71480,KURKIMÄKI,Suomi,FIN,Osakeyhtiö,2015-05-29,62010,Software Design and Development,"IT Consulting, IT Services"
32436861,3243686-1,Softpix Oy,Uudenmaan maakunta,Kirkkonummi,Vuorenpeikontie 7,02400,KIRKKONUMMI,"(60.125148, 24.48419)",Vuorenpeikontie 7,02400,KIRKKONUMMI,Suomi,FIN,Osakeyhtiö,2021-10-22,58290,Other Software Publishing,Applications and Software
33417961,3341796-1,Solu Healthcare Oy,Uudenmaan maakunta,Helsinki,Kalevankatu 31 A 13,00100,HELSINKI,"(60.165639, 24.93311)",Kalevankatu 31 A 13,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-01-27,62010,Software Design and Development,"IT Consulting, IT Services"
30906858,3090685-8,Alvar Pet Oy,Uudenmaan maakunta,Helsinki,Salomonkatu 17 B,00100,HELSINKI,"(60.168698, 24.92968)",Salomonkatu 17 B,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-10-01,47764,"Retail Sale of Pets, Pet Food and Supplies",Pet Supplies and Pet Shops
29661961,2966196-1,Skyfora Oy,Uudenmaan maakunta,Helsinki,Itälahdenkatu 25,00210,HELSINKI,"(60.152891, 24.88011)",Itälahdenkatu 22 A,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-01-14,62010,Software Design and Development,"IT Consulting, IT Services"
28189706,2818970-6,Rovjok Oy,Uudenmaan maakunta,Helsinki,Sofiankatu 4,00170,HELSINKI,"(60.168072, 24.95216)",Opintie 9 A 19,99600,SODANKYLÄ,Suomi,FIN,Osakeyhtiö,2017-02-28,70220,Other Management Consulting,Management Consulting
32976446,3297644-6,Opeton Oy,Uudenmaan maakunta,Helsinki,Eteläinen Rautatiekatu 16a,00100,HELSINKI,"(60.168416, 24.924822)",Eteläinen Rautatiekatu 16a,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-07-01,62010,Software Design and Development,"IT Consulting, IT Services"
29301878,2930187-8,Sellai Oy,Uudenmaan maakunta,Helsinki,Konepajankuja 1,00510,HELSINKI,"(60.191389, 24.94874)",Konepajankuja 1,00510,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-08-07,46189,Other Specialized Agency Activities n.e.c.,Agency Business
30946681,3094668-1,TrueMed Oy,Uudenmaan maakunta,Espoo,Tekniikantie 14,02150,ESPOO,"(60.186139, 24.81273)",Tekniikantie 14,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2019-10-22,62010,Software Design and Development,"IT Consulting, IT Services"
29411671,2941167-1,Spacent Oy,Uudenmaan maakunta,Helsinki,Kaisaniemenkatu 13,00100,HELSINKI,"(60.172429, 24.94837)",Kaisaniemenkatu 13,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-09-21,62010,Software Design and Development,"IT Consulting, IT Services"
27899095,2789909-5,Harmaja 10 Oy,Uudenmaan maakunta,Helsinki,Veneentekijäntie 6,00210,HELSINKI,"(60.150128, 24.8879)",Veneentekijäntie 6,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-10-23,77210,Rental and Leasing of Leisure and Sports Equipment,Boat Rental
28744255,2874425-5,Eduhub Oy,Uudenmaan maakunta,Espoo,Otakaari 5,02150,ESPOO,"(60.186622, 24.82692)",Otakaari 5,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2017-12-08,62010,Software Design and Development,"IT Consulting, IT Services"
33943347,3394334-7,In Parallel Oy,Uudenmaan maakunta,Helsinki,Salomonkatu 17 B,00100,HELSINKI,"(60.168698, 24.92968)",Salomonkatu 17 B,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-10-03,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
32567757,3256775-7,Kilpi Corporation Oy,,,,,,,Kähärlänkuja 3,20100,TURKU,Suomi,FIN,Osakeyhtiö,2021-12-22,62010,Software Design and Development,"IT Consulting, IT Services"
28995759,2899575-9,Iiwari Tracking Solutions Oy,Kainuun maakunta,Sotkamo,Saniaistie 16,88610,VUOKATTI,"(64.128872, 28.23785)",Kidekuja 2,88610,VUOKATTI,Suomi,FIN,Osakeyhtiö,2018-02-28,62010,Software Design and Development,"IT Consulting, IT Services"
29020072,2902007-2,Kelluu Oy,Pohjois-Karjalan maakunta,Joensuu,Metallimiehentie 4,80330,REIJOLA,"(62.550891, 29.83603)",Metallimiehentie 4,80330,REIJOLA,Suomi,FIN,Osakeyhtiö,2018-03-09,30300,Manufacture of Aircraft and Related Machinery,Aircraft and Aircraft Engines
27587331,2758733-1,Futures Platform Oy,Uudenmaan maakunta,Helsinki,Albertinkatu 25,00180,HELSINKI,"(60.163768, 24.93406)",Bulevardi 21,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-04-21,62010,Software Design and Development,"IT Consulting, IT Services"
31071346,3107134-6,Veil.ai Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4,00290,HELSINKI,"(60.190415, 24.908415)",Haartmaninkatu 4,00290,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-12-23,62010,Software Design and Development,"IT Consulting, IT Services"
26880544,2688054-4,Digital Fabric Oy,,,,,,,Saukonpaadenranta 20 A 17,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-04-26,62010,Software Design and Development,"IT Consulting, IT Services"
28345131,2834513-1,Smart Mile Solutions Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-05-16,62010,Software Design and Development,"IT Consulting, IT Services"
29543527,2954352-7,Sortter Oy,Uudenmaan maakunta,Helsinki,Bulevardi 21,00180,HELSINKI,"(60.163559, 24.93477)",Bulevardi 21,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-11-23,66190,Other Supporting Financial Activities (excluding insurance),Finance and Credit Activities
29568919,2956891-9,Lockpickle Oy,Uudenmaan maakunta,Helsinki,Ensi Linja 1,00530,HELSINKI,"(60.182912, 24.94184)",PL 1188,00101,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-12-06,62010,Software Design and Development,"IT Consulting, IT Services"
27659868,2765986-8,Fiksu Ruoka Oy,Uudenmaan maakunta,Helsinki,Porkkalankatu 3,00180,HELSINKI,"(60.164375, 24.91042)",Porkkalankatu 3,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-06-03,47299,Specialized Retail Sale of Daily Consumer Goods,Online Food Shopping
30026201,3002620-1,Intellectual Farms Oy,,,,,,,Itälahdenkatu 22 A,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-05-24,62010,Software Design and Development,"IT Consulting, IT Services"
34109135,3410913-5,Koll Group Oy,Varsinais-Suomen maakunta,Salo,Joensuunkatu 7,24100,SALO,"(60.389748, 23.10255)",Nenäniityntie 3,25460,KISKO,Suomi,FIN,Osakeyhtiö,2023-12-07,62010,Software Design and Development,"IT Consulting, IT Services"
27861214,2786121-4,Book Salon Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-10-05,82990,Other Business Services,Business Services
31685276,3168527-6,Watchmydc Analytics Oy,Pirkanmaan maakunta,Tampere,Tarjanteenkatu 3a A,33720,TAMPERE,"(61.453494, 23.838066)",Tarjanteenkatu 3a A,33720,TAMPERE,Suomi,FIN,Osakeyhtiö,2020-11-03,62010,Software Design and Development,"IT Consulting, IT Services"
32352414,3235241-4,Quanscient Oy,Pirkanmaan maakunta,Tampere,Peltokatu 34 B,33100,TAMPERE,"(61.501098, 23.77538)",Peltokatu 34 B,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2021-09-13,62010,Software Design and Development,"IT Consulting, IT Services"
28282417,2828241-7,Weeefiner Oy,Keski-Suomen maakunta,Jyväskylä,Appiukontie 9,40530,JYVÄSKYLÄ,"(62.192126, 25.691815)",Appiukontie 9,40530,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2017-04-11,36000,"Water Collection, Treatment and Supply",Water Treatment Equipment
33972594,3397259-4,Gevulot Oy,,,,,,,Meritullinkatu 1 B,00170,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-10-16,62010,Software Design and Development,"IT Consulting, IT Services"
26946646,2694664-6,Fixably Oy,Uudenmaan maakunta,Helsinki,Kansakoulukatu 3,00100,HELSINKI,"(60.167888, 24.93377)",Kansakoulukatu 3,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-06-03,62010,Software Design and Development,"IT Consulting, IT Services"
30206747,3020674-7,Overpower,Lapin maakunta,Rovaniemi,Jämytie 1,96910,ROVANIEMI,"(66.53953, 25.77903)",Jämytie 1,96910,ROVANIEMI,Suomi,FIN,Osakeyhtiö,2019-08-27,32999,Manufacture of Other Products n.e.c.,"3D Design, 3D Modeling, 3D Printing"
29126256,2912625-6,IQM Finland Oy,Uudenmaan maakunta,Espoo,Keilaranta 19,02150,ESPOO,"(60.179218, 24.83498)",Keilaranta 19,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2018-04-28,63110,"Data Processing, Hosting, and Related Services","IT Consulting, IT Services"
30877495,3087749-5,Vilmari Technologies Oy,Uudenmaan maakunta,Helsinki,Pieni Roobertinkatu 9,00130,HELSINKI,"(60.164161, 24.94535)",Kapteeninkatu 5 D 45,00140,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-09-18,96090,Other Personal Services n.e.c.,
30121575,3012157-5,Fiberwood Oy,Uudenmaan maakunta,Järvenpää,Yrittäjänkatu 15,04440,JÄRVENPÄÄ,"(60.501868, 25.08986)",Yrittäjänkatu 15,04440,JÄRVENPÄÄ,Suomi,FIN,Osakeyhtiö,2019-07-11,16213,Manufacture of Fibreboard,"Product Development, Research and Design Services"
29884997,2988499-7,Enable Banking Oy,Uudenmaan maakunta,Espoo,Otakaari 5,02150,ESPOO,"(60.186622, 24.82692)",PL 13100,00076,AALTO,Suomi,FIN,Osakeyhtiö,2019-03-11,62010,Software Design and Development,"IT Consulting, IT Services"
33106696,3310669-6,PrecisionPhage Oy,Keski-Suomen maakunta,Jyväskylä,Survontie 9 D,40500,JYVÄSKYLÄ,"(62.229368, 25.74353)",Emännäntie 17 B 7,40740,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2022-09-08,72110,Biotechnological Research and Development,Biotechnology
31423786,3142378-6,The Boreal Project Oy,Kainuun maakunta,Sotkamo,Hakalantie 5 D,88610,VUOKATTI,"(64.14793, 28.27936)",Hakalantie 5 D,88610,VUOKATTI,Suomi,FIN,Osakeyhtiö,2020-06-16,72192,Other Natural Sciences Research and Development,"Product Development, Research and Design Services"
27283645,2728364-5,AppFollow.fi Oy,Uudenmaan maakunta,Helsinki,Bulevardi 21,00180,HELSINKI,"(60.163559, 24.93477)",Bulevardi 21,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-12-01,62010,Software Design and Development,"IT Consulting, IT Services"
27808659,2780865-9,Sorvimo Optimointipalvelut Oy,Pirkanmaan maakunta,Tampere,Korkeakoulunkatu 7,33720,TAMPERE,"(61.449538, 23.85889)",Korkeakoulunkatu 7,33720,TAMPERE,Suomi,FIN,Osakeyhtiö,2016-09-08,62010,Software Design and Development,"IT Consulting, IT Services"
27781871,2778187-1,Axitare Oy,Uudenmaan maakunta,Helsinki,Malminkaari 10,00700,HELSINKI,"(60.255999, 25.02092)",Malminkaari 10,00700,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-08-27,62090,Other IT and Computer Services,"IT Consulting, IT Services"
27375312,2737531-2,Flowhaven Oy,Uudenmaan maakunta,Helsinki,Lönnrotinkatu 30 E 54,00180,HELSINKI,"(60.164052, 24.93187)",Lönnrotinkatu 30 E 54,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-01-19,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
31530493,3153049-3,Renda Oy,,,,,,,Huovitie 3 C 19,00400,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-08-20,77290,Rental and Leasing of Personal and Household Goods,"IT Consulting, IT Services"
29780274,2978027-4,Acoustic Extra Freezing Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4 Terkko Health Hub 4,00290,HELSINKI,"(60.190415, 24.908415)",Haartmaninkatu 4,00290,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-02-07,72193,Engineering Research and Development,"Product Development, Research and Design Services"
28462522,2846252-2,Arctic Security Oy,,,,,,,Elektroniikkatie 8,90590,OULU,Suomi,FIN,Osakeyhtiö,2017-07-24,62010,Software Design and Development,"IT Consulting, IT Services"
28398356,2839835-6,Viimatech Digital Oy,,,,,,,Harjutie 26 B,02730,ESPOO,Suomi,FIN,Osakeyhtiö,2017-06-15,26510,"Manufacture of Measuring, Testing and Navigation Instruments",Measuring and Research Instruments
27188082,2718808-2,Crowst Oy,Uudenmaan maakunta,Helsinki,Messipojankuja 14 B 29,00180,HELSINKI,"(60.158678, 24.91219)",Messipojankuja 14 B 29,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-10-19,61900,Other Telecommunications Services,Telecommunications
27504719,2750471-9,Carbo Culture Oy,Uudenmaan maakunta,Helsinki,Temppelikatu 4 A,00100,HELSINKI,"(60.172558, 24.92964)",PL 1188,00101,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-03-02,72193,Engineering Research and Development,"Product Development, Research and Design Services"
28413456,2841345-6,Dealsign Solutions Oy,,,,,,,Kutomotie 16,00380,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-06-21,62010,Software Design and Development,"IT Consulting, IT Services"
31472529,3147252-9,Marble Technologies Oy,Uudenmaan maakunta,Helsinki,Itälahdenkatu 22 A,00210,HELSINKI,"(60.153101, 24.880103)",Atlantinkatu 12 B,00220,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-07-14,85600,Educational Support Services,Education and Training Services
31535729,3153572-9,Adamant Health Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4,00290,HELSINKI,"(60.190415, 24.908415)",Haartmaninkatu 4,00290,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-08-24,62010,Software Design and Development,"IT Consulting, IT Services"
27587948,2758794-8,SAG Flowmedik Oy,Kanta-Hämeen maakunta,Hämeenlinna,Paavo Cajanderin Katu 12,13200,HÄMEENLINNA,"(61.001201, 24.47893)",Paavo Cajanderin Katu 12,13200,HÄMEENLINNA,Suomi,FIN,Osakeyhtiö,2016-04-24,62010,Software Design and Development,"IT Consulting, IT Services"
28076226,2807622-6,Pro Prospect Oy,Pohjois-Savon maakunta,Kuopio,Leimukatu 13,70840,KUOPIO,"(62.82972, 27.70649)",Leimukatu 13,70840,KUOPIO,Suomi,FIN,Osakeyhtiö,2017-01-17,93190,Other Sports Activities,Sports Services
27305576,2730557-6,Highly Effective Fysio Oy,Pirkanmaan maakunta,Tampere,Ratakistonkatu 23 D 29,33300,TAMPERE,"(61.492609, 23.61177)",Ratakiskonkatu 23 D 29,33300,TAMPERE,Suomi,FIN,Osakeyhtiö,2015-12-09,86909,Other Health Services,Healthcare
27634142,2763414-2,Alberga Brewing Company Oy,Uudenmaan maakunta,Espoo,Kappelikuja 6,02200,ESPOO,"(60.167778, 24.76423)",PL 13100,00076,AALTO,Suomi,FIN,Osakeyhtiö,2016-05-20,11050,Beer Brewing,"Beverage Industry, Breweries"
27290693,2729069-3,Avanio Oy,Varsinais-Suomen maakunta,Salo,Joensuunkatu 7,24100,SALO,"(60.389748, 23.10255)",Joensuunkatu 7,24100,SALO,Suomi,FIN,Osakeyhtiö,2015-11-30,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
