name,url,description,started_at,category,city,website,socials,business_id,finder_url
Mobile Joomla!,https://startup100.net/company/mobile-joomla,"We are super-powered professionals, who design digital products & services that work seamlessly on all mobile devices, tablets & desktops. Since 2006, we have been boosting conversions, retentions & profits, besides protecting the world. We are based in Helsinki, Finland, but you can also find us doing amazing stuff in London, NYC & Istanbul.",2006,SaaS/Business Software,Helsinki,http://www.mobilejoomla.com/,"{'twitter': 'https://twitter.com/kuneri', 'facebook': 'https://www.facebook.com/pages/Kuneri/6942771685', 'linkedin': 'http://www.linkedin.com/company/209228'}",,
Mobimus,https://startup100.net/company/mobimus,Secure document sharing and seamless communication for teams. Boost collaboration and productivity with ease.,2007,SaaS/Business Software,Helsinki,http://www.tallier.info,"{'twitter': 'https://www.twitter.com/osuriacom', 'facebook': 'https://www.facebook.com/mobimus', 'linkedin': 'fi.linkedin.com/company/mobimus-ltd'}",,
Model IT,https://startup100.net/company/model-it,Modelit IT provides innovative software products and advisory services for the financial sector. Learn more!,,,,http://www.modelit.fi,"{'twitter': 'http://twitter.com/model_it_ltd', 'linkedin': 'http://www.linkedin.com/company/2262675'}",,
Moder,https://startup100.net/company/moder,"Moder on moderni, ""all-you-need"" PMS-järjestelmä hotelleille ja resorteille, jolla hallitset ja kasvatat matkailuliiketoimintasi.",2020,SaaS/Travel & Hospitality,Helsinki,https://moder.fi/en/,{'facebook': 'https://www.facebook.com/modern-boy-325016338158985'},3141855-7,https://www.finder.fi/search?what=3141855-7&type=company
Modulight,https://startup100.net/company/modulight,For latest Modulight news please see our Facebook Page: https://www.facebook.com/modulight.inc/,2000,Industrial Equipment,Tampere,https://www.modulight.com/,"{'twitter': 'https://twitter.com/modulight', 'facebook': 'https://www.facebook.com/modulight.inc', 'linkedin': 'https://www.linkedin.com/company/64283'}",,
MÖ Foods,https://startup100.net/company/mo-foods,Mö on uuden ajan meijeri! Kehitämme ja valmistamme maidottomia & ympäristöhyviä vuustoja sekä muita herkullisia vegaanisia meijerituotteita kotimaisesta kaurasta.,2017,Other Consumer Technology,Lohtaja,https://www.mofoods.fi,{'facebook': 'https://www.facebook.com/mokaurameijeri'},2835966-4,https://www.finder.fi/search?what=2835966-4&type=company
Mohinet,https://startup100.net/company/mohinet,,2011,SaaS/Business Software,Vantaa,http://www.mohinet.fi/html,{'facebook': 'https://www.facebook.com/pages/Mohinet-Oy/569981283058045'},,
Moido Games,https://startup100.net/company/moido-games,"We are a Finnish game development studio with a focus on smart, accessible and enjoyable gaming experiences suitable for wide audiences.",2007,Gaming,Tampere,http://www.moidogames.com/,"{'twitter': 'https://www.twitter.com/moidogames/', 'facebook': 'https://www.facebook.com/Moido-Games-155916891901', 'linkedin': 'http://www.linkedin.com/company/moido-games', 'youtube': 'https://www.youtube.com/user/moidogames'}",,
Moi Panda,https://startup100.net/company/moi-panda,,2022,Other Consumer Software & Apps,Espoo,https://www.moipanda.com/,{},3277624-1,https://www.finder.fi/search?what=3277624-1&type=company
Molnix,https://startup100.net/company/molnix,"Molnix is a fast-growing startup that aims to improve the humanitarian work globally with our Rapid Personnel Manager (RPM). RPM is a cloud based HR Master software that enables fast deployments, cost efficient operations and higher impact of humanitarian workers. In the future, we will also offer RPM to other sectors.",2014,SaaS/Business Software,Espoo,https://molnix.com,"{'facebook': 'https://www.facebook.com/molnixoy', 'linkedin': 'https://www.linkedin.com/company/27127150'}",,
Momzie,https://startup100.net/company/momzie,"Momzie is an app for mums and mums-to-be, where they can find like-minded friends locally.",2015,Other Consumer Software & Apps,Tiistenjoki,https://momzieapp.net/,"{'twitter': 'https://twitter.com/MomzieApp', 'facebook': 'https://www.facebook.com/momzieappfi', 'linkedin': 'https://www.linkedin.com/company-beta/11082410/'}",2720441-7,https://www.finder.fi/search?what=2720441-7&type=company
MONI,https://startup100.net/company/moni,"This website is for sale! moni.fi is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, moni.fi has it all. We hope you find what you are searching for!",,,,http://www.moni.com/,"{'twitter': 'https://www.twitter.com/undeveloped', 'facebook': 'https://www.facebook.com/getMONI', 'linkedin': 'https://www.linkedin.com/company/monilimited'}",,
Monidor,https://startup100.net/company/monidor,"""We help nurses in their daily work and improve patient safety with small device called Monidrop to assist in intravenous (IV) infusion therapy.""​

Monidor is an innovative young growth health technology company that focuses on development of small and smart wireless devices. Monidor Oy develops medical products with own brand. 

Monidor offers also subcontracting services and professionals for our customers projects'​ needs. Monidor’s employees have competence in all areas that are needed for a product development project to be successful: SW engineering, HW and RF engineering, Mechanical engineering, UX design, Industrial design and project management.

Besides its own employees, Monidor has an excessive network of partner companies that are willing to co-operate, if specific kind of competence is needed to support the core team.

Monidor has ISO 13485 quality management capability.

Monidor’s office is located in Oulu, Finland",2015,Health & Medical Technology,Oulu,https://monidor.com/,"{'twitter': 'https://twitter.com/MonidorMedical', 'facebook': 'https://www.facebook.com/monidormedical', 'linkedin': 'https://www.linkedin.com/company/15079192'}",2680753-1,https://www.finder.fi/search?what=2680753-1&type=company
Montinutra,https://startup100.net/company/montinutra-oy,"Boreal Bioproducts® creates a positive platform for bio-based chemistry. Circular, multi-functional, upcycled and even active biopolymers and compounds can transform the ingredient markets worldwide, with applications such as coatings, binders, adhesives, resins, paints, cosmetics, personal care, detergents, additives, and composites. 

Boreal Bioproducts is a B2B company at the forefront of sustainability and wood-based bioeconomy. The mild production process is based on pressurized hot water extraction (PHWE) without chemical solvents. This enables scalable, robust, zero-waste, and cost-effective production of natural fractions with minimal environmental impact. Since the products replace fossil ingredients, significant CO2 emissions are avoided. Our business model focuses on utilizing existing side streams. Thus, there is no need to harvest trees to produce our materials. Steady access to certified and renewable feedstock – sawdust and bark, among others – is secured all year round. Unlike crop-based ingredients, Boreal Bioproducts® spruce extracts do not interfere with the food production chain.",,,,https://www.montinutra.com,{},2879601-2,https://www.finder.fi/search?what=2879601-2&type=company
Montisera,https://startup100.net/company/montisera,"Montisera Ltd (Montisera) is a virtual discovery company. Alongside of the development of its own bioactive molecules, Montisera is offering novel project based funding opportunities for investors in asset development programs. These assets are licensed or acquired to Montisera, and via funding programs, the original owner of the compounds, investors, and further the new owner of the compounds will benefit from the successfully executed development projects.

Montisera provides customers fast, reliable and cost-effective way to develop molecules. Montisera's goal is to be one of the pioneers applying flexible virtual development model in bioactive compound development. 

No development company is able to profit alone, we should rather profit together.",2012,Health & Medical Technology,Espoo,http://www.montisera.com,"{'twitter': 'https://www.twitter.com/montisera/', 'facebook': 'https://www.facebook.com/montisera', 'linkedin': 'https://www.linkedin.com/company/montisera-ltd-/'}",,
Monzuun,https://startup100.net/company/monzuun,"Ratkaisutoimisto Seedi on Suomen idearikkain konsulttiyritys, joka tarjoaa rajoja ylittäviä ratkaisuja tuote ja palvelukehityksen, brändin, myynnin, vaikuttamisen ja digitalisaation aloilla. 

Uskomme, että työn ilo ja onnelliset ihmiset luovat liiketoiminnan kasvua. Siksi lähdemme aina liikkeelle ruohonjuuritasolta ihmisistä, markkinoista ja organisaatiosta ja tuomme ajattelun strategian tasolle. Me emme pelkästään neuvo, vaan osallistumme myös tekemiseen, jonka kautta kehitämme omaa ja asiakkaidemme toimintaa jatkuvasti paremmaksi.

Meidän kykymme on nähdä ongelma ja ratkaista se!

Tutustu palveluihimme ja seediläisiin: www.seedi.fi",2014,SaaS/Business Software,Veikkola,https://www.monzuun.com/,{'facebook': 'https://www.facebook.com/monsoon-boy-694414124045597'},,
Moodmetric,https://startup100.net/company/moodmetric,"Groundbreaking solution for measuring your mind health with real-time, 24/7 
lab-level accuracy.",2013,Other Consumer Technology,Kouvola,http://www.moodmetric.com/,"{'twitter': 'https://www.twitter.com/Moodmetric/', 'facebook': 'https://www.facebook.com/moodmetric', 'linkedin': 'https://www.linkedin.com/company/5267886', 'youtube': 'https://www.youtube.com/channel/UCC2IoyEcXbplUrBn3yIQJEA'}",,
Moovmoor Oy,https://startup100.net/company/moovmoor-oy,,2023,"Wellness, Fitness & Sports",Helsinki,http://www.moovmoor.com,{},3363555-5,https://www.finder.fi/search?what=3363555-5&type=company
MoralGuard,https://startup100.net/company/moralguard,,,,,http://moralguard.com,{'twitter': 'https://twitter.com/MoralGuard'},,
Morrow Games,https://startup100.net/company/morrow-games,"Bi-curious women in Grand Shamrock, TX Junction. Personal ads call girls.",2013,Gaming,Tampere,http://www.morrowgames.com/,"{'twitter': 'https://twitter.com/morrowgames', 'facebook': 'https://www.facebook.com/morrowgames'}",,
